Code,Label,Symbol,Description
E85,tebibit per metre,Tibit/m,A unit of information equal to 2⁴⁰ bits (binary digits) per metre.
E86,tebibit per cubic metre,Tibit/m³,A unit of information equal to 2⁴⁰ bits (binary digits) per cubic metre.
E87,tebibit per square metre,Tibit/m²,A unit of information equal to 2⁴⁰ bits (binary digits) per square metre.
E88,bit per metre,bit/m,A unit of information equal to 1 bit (binary digit) per metre.
E89,bit per square metre,bit/m²,A unit of information equal to 1 bit (binary digit) per square metre.
E90,reciprocal centimetre,cm⁻¹,
E91,reciprocal day,d⁻¹,
E92,cubic decimetre per hour,dm³/h,
E93,kilogram per hour,kg/h,
E94,kilomole per second,kmol/s,
E95,mole per second,mol/s,
E96,degree per second,°/s,
E97,millimetre per degree Celcius metre,mm/(°C·m),
E98,degree Celsius per kelvin,°C/K,
E99,hectopascal per bar,hPa/bar,
EA,each,,A unit of count defining the number of items regarded as separate units.
EB,electronic mail box,,A unit of count defining the number of electronic mail boxes.
EQ,equivalent gallon,,A unit of volume defining the number of gallons of product produced from concentrate.
F01,bit per cubic metre,bit/m³,A unit of information equal to 1 bit (binary digit) per cubic metre.
F02,kelvin per kelvin,K/K,
F03,kilopascal per bar,kPa/bar,
F04,millibar per bar,mbar/bar,
F05,megapascal per bar,MPa/bar,
F06,poise per bar,P/bar,
F07,pascal per bar,Pa/bar,
F08,milliampere per inch,mA/in,
F10,kelvin per hour,K/h,
F11,kelvin per minute,K/min,
F12,kelvin per second,K/s,
F13,slug,slug,A unit of mass. One slug is the mass accelerated at 1 foot per second per second by a force of 1 pound.
F14,gram per kelvin,g/K,
F15,kilogram per kelvin,kg/K,
F16,milligram per kelvin,mg/K,
F17,pound-force per foot,lbf/ft,
F18,kilogram square centimetre,kg·cm²,
F19,kilogram square millimetre,kg·mm²,
F20,pound inch squared,lb·in²,
F21,pound-force inch,lbf·in,
F22,pound-force foot per ampere,lbf·ft/A,
F23,gram per cubic decimetre,g/dm³,
F24,kilogram per kilomol,kg/kmol,
F25,gram per hertz,g/Hz,
F26,gram per day,g/d,
F27,gram per hour,g/h,
F28,gram per minute,g/min,
F29,gram per second,g/s,
F30,kilogram per day,kg/d,
F31,kilogram per minute,kg/min,
F32,milligram per day,mg/d,
F33,milligram per minute,mg/min,
F34,milligram per second,mg/s,
F35,gram per day kelvin,g/(d·K),
F36,gram per hour kelvin,g/(h·K),
F37,gram per minute kelvin,g/(min·K),
F38,gram per second kelvin,g/(s·K),
F39,kilogram per day kelvin,kg/(d·K),
F40,kilogram per hour kelvin,kg/(h·K),
F41,kilogram per minute kelvin,kg/(min·K),
F42,kilogram per second kelvin,kg/(s·K),
F43,milligram per day kelvin,mg/(d·K),
F44,milligram per hour kelvin,mg/(h·K),
F45,milligram per minute kelvin,mg/(min·K),
F46,milligram per second kelvin,mg/(s·K),
F47,newton per millimetre,N/mm,
F48,pound-force per inch,lbf/in,
F49,rod [unit of distance],rd (US),A unit of distance equal to 5.5 yards (16 feet 6 inches).
F50,micrometre per kelvin,µm/K,
F51,centimetre per kelvin,cm/K,
F52,metre per kelvin,m/K,
F53,millimetre per kelvin,mm/K,
F54,milliohm per metre,mΩ/m,
F55,ohm per mile (statute mile),Ω/mi,
F56,ohm per kilometre,Ω/km,
F57,milliampere per pound-force per square inch,mA/(lbf/in²),
F58,reciprocal bar,1/bar,
F59,milliampere per bar,mA/bar,
F60,degree Celsius per bar,°C/bar,
F61,kelvin per bar,K/bar,
F62,gram per day bar,g/(d·bar),
F63,gram per hour bar,g/(h·bar),
F64,gram per minute bar,g/(min·bar),
F65,gram per second bar,g/(s·bar),
F66,kilogram per day bar,kg/(d·bar),
F67,kilogram per hour bar,kg/(h·bar),
F68,kilogram per minute bar,kg/(min·bar),
F69,kilogram per second bar,kg/(s·bar),
F70,milligram per day bar,mg/(d·bar),
F71,milligram per hour bar,mg/(h·bar),
F72,milligram per minute bar,mg/(min·bar),
F73,milligram per second bar,mg/(s·bar),
F74,gram per bar,g/bar,
F75,milligram per bar,mg/bar,
F76,milliampere per millimetre,mA/mm,
F77,pascal second per kelvin,Pa.s/K,
F78,inch of water,inH₂O,
F79,inch of mercury,inHg,
F80,water horse power,,A unit of power defining the amount of power required to move a given volume of water against acceleration of gravity to a specified elevation (pressure head).
F81,bar per kelvin,bar/K,
F82,hectopascal per kelvin,hPa/K,
F83,kilopascal per kelvin,kPa/K,
F84,millibar per kelvin,mbar/K,
F85,megapascal per kelvin,MPa/K,
F86,poise per kelvin,P/K,
F87,volt per litre minute,V/(l·min),
F88,newton centimetre,N·cm,
F89,newton metre per degree,Nm/°,
F90,newton metre per ampere,N·m/A,
F91,bar litre per second,bar·l/s,
F92,bar cubic metre per second,bar·m³/s,
F93,hectopascal litre per second,hPa·l/s,
F94,hectopascal cubic metre per second,hPa·m³/s,
F95,millibar litre per second,mbar·l/s,
F96,millibar cubic metre per second,mbar·m³/s,
F97,megapascal litre per second,MPa·l/s,
F98,megapascal cubic metre per second,MPa·m³/s,
F99,pascal litre per second,Pa·l/s,
FAH,degree Fahrenheit,°F,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics)
FAR,farad,F,
FBM,fibre metre,,A unit of length defining the number of metres of individual fibre.
FC,thousand cubic foot,kft³,A unit of volume equal to one thousand cubic foot.
FF,hundred cubic metre,,A unit of volume equal to one hundred cubic metres.
FH,micromole,µmol,
FIT,failures in time,FIT,A unit of count defining the number of failures that can be expected over a specified time interval. Failure rates of semiconductor components are often specified as FIT (failures in time unit) where 1 FIT = 10⁻⁹ /h.
FL,flake ton,,A unit of mass defining the number of tons of a flaked substance (flake: a small flattish fragment).
FNU,Formazin nephelometric unit,FNU,Formazin nephelometric unit (FNU) is used for water turbidity level evaluation
FOT,foot,ft,
FP,pound per square foot,lb/ft²,
FR,foot per minute,ft/min,
FS,foot per second,ft/s,
FTK,square foot,ft²,
FTQ,cubic foot,ft³,
G01,pascal cubic metre per second,Pa·m³/s,
G04,centimetre per bar,cm/bar,
G05,metre per bar,m/bar,
G06,millimetre per bar,mm/bar,
G08,square inch per second,in²/s,
G09,square metre per second kelvin,m²/(s·K),
G10,stokes per kelvin,St/K,
G11,gram per cubic centimetre bar,g/(cm³·bar),
G12,gram per cubic decimetre bar,g/(dm³·bar),
G13,gram per litre bar,g/(l·bar),
G14,gram per cubic metre bar,g/(m³·bar),
G15,gram per millilitre bar,g/(ml·bar),
G16,kilogram per cubic centimetre bar,kg/(cm³·bar),
G17,kilogram per litre bar,kg/(l·bar),
G18,kilogram per cubic metre bar,kg/(m³·bar),
G19,newton metre per kilogram,N·m/kg,
G2,US gallon per minute,gal (US) /min,
G20,pound-force foot per pound,lbf·ft/lb,
G21,cup [unit of volume],cup (US),
G23,peck,pk (US),
G24,tablespoon (US),tablespoon (US),
G25,teaspoon (US),teaspoon (US),
G26,stere,st,
G27,cubic centimetre per kelvin,cm³/K,
G28,litre per kelvin,l/K,
G29,cubic metre per kelvin,m³/K,
G3,Imperial gallon per minute,gal (UK) /min,
G30,millilitre per kelvin,ml/K,
G31,kilogram per cubic centimetre,kg/cm³,
G32,ounce (avoirdupois) per cubic yard,oz/yd³,
G33,gram per cubic centimetre kelvin,g/(cm³·K),
G34,gram per cubic decimetre kelvin,g/(dm³·K),
G35,gram per litre kelvin,g/(l·K),
G36,gram per cubic metre kelvin,g/(m³·K),
G37,gram per millilitre kelvin,g/(ml·K),
G38,kilogram per cubic centimetre kelvin,kg/(cm³·K),
G39,kilogram per litre kelvin,kg/(l·K),
G40,kilogram per cubic metre kelvin,kg/(m³·K),
G41,square metre per second bar,m²/(s·bar),
G42,microsiemens per centimetre,µS/cm,
G43,microsiemens per metre,µS/m,
G44,nanosiemens per centimetre,nS/cm,
G45,nanosiemens per metre,nS/m,
G46,stokes per bar,St/bar,
G47,cubic centimetre per day,cm³/d,
G48,cubic centimetre per hour,cm³/h,
G49,cubic centimetre per minute,cm³/min,
G50,gallon (US) per hour,gal/h,
G51,litre per second,l/s,
G52,cubic metre per day,m³/d,
G53,cubic metre per minute,m³/min,
G54,millilitre per day,ml/d,
G55,millilitre per hour,ml/h,
G56,cubic inch per hour,in³/h,
G57,cubic inch per minute,in³/min,
G58,cubic inch per second,in³/s,
G59,milliampere per litre minute,mA/(l·min),
G60,volt per bar,V/bar,
G61,cubic centimetre per day kelvin,cm³/(d·K),
G62,cubic centimetre per hour kelvin,cm³/(h·K),
G63,cubic centimetre per minute kelvin,cm³/(min·K),
G64,cubic centimetre per second kelvin,cm³/(s·K),
G65,litre per day kelvin,l/(d·K),
G66,litre per hour kelvin,l/(h·K),
G67,litre per minute kelvin,l/(min·K),
G68,litre per second kelvin,l/(s·K),
G69,cubic metre per day kelvin,m³/(d·K),
G70,cubic metre per hour kelvin,m³/(h·K),
G71,cubic metre per minute kelvin,m³/(min·K),
G72,cubic metre per second kelvin,m³/(s·K),
G73,millilitre per day kelvin,ml/(d·K),
G74,millilitre per hour kelvin,ml/(h·K),
G75,millilitre per minute kelvin,ml/(min·K),
G76,millilitre per second kelvin,ml/(s·K),
G77,millimetre to the fourth power,mm⁴,
G78,cubic centimetre per day bar,cm³/(d·bar),
G79,cubic centimetre per hour bar,cm³/(h·bar),
G80,cubic centimetre per minute bar,cm³/(min·bar),
G81,cubic centimetre per second bar,cm³/(s·bar),
G82,litre per day bar,l/(d·bar),
G83,litre per hour bar,l/(h·bar),
G84,litre per minute bar,l/(min·bar),
G85,litre per second bar,l/(s·bar),
G86,cubic metre per day bar,m³/(d·bar),
G87,cubic metre per hour bar,m³/(h·bar),
G88,cubic metre per minute bar,m³/(min·bar),
G89,cubic metre per second bar,m³/(s·bar),
G90,millilitre per day bar,ml/(d·bar),
G91,millilitre per hour bar,ml/(h·bar),
G92,millilitre per minute bar,ml/(min·bar),
G93,millilitre per second bar,ml/(s·bar),
G94,cubic centimetre per bar,cm³/bar,
G95,litre per bar,l/bar,
G96,cubic metre per bar,m³/bar,
G97,millilitre per bar,ml/bar,
G98,microhenry per kiloohm,µH/kΩ,
G99,microhenry per ohm,µH/Ω,
GB,gallon (US) per day,gal (US)/d,
GBQ,gigabecquerel,GBq,
GDW,"gram, dry weight",,"A unit of mass defining the number of grams of a product, disregarding the water content of the product."
GE,pound per gallon (US),lb/gal (US),
GF,gram per metre (gram per 100 centimetres),g/m,
GFI,gram of fissile isotope,gi F/S,A unit of mass defining the number of grams of a fissile isotope (fissile isotope: an isotope whose nucleus is able to be split when irradiated with low energy neutrons).
GGR,great gross,,A unit of count defining the number of units in multiples of 1728 (12 x 12 x 12).
GIA,gill (US),gi (US),
GIC,"gram, including container",,"A unit of mass defining the number of grams of a product, including its container."
GII,gill (UK),gi (UK),
GIP,"gram, including inner packaging",,"A unit of mass defining the number of grams of a product, including its inner packaging materials."
GJ,gram per millilitre,g/ml,
GL,gram per litre,g/l,
GLD,dry gallon (US),dry gal (US),
GLI,gallon (UK),gal (UK),
GLL,gallon (US),gal (US),
GM,gram per square metre,g/m²,
GO,milligram per square metre,mg/m²,
GP,milligram per cubic metre,mg/m³,
GQ,microgram per cubic metre,µg/m³,
GRM,gram,g,
GRN,grain,gr,
GRO,gross,gr,A unit of count defining the number of units in multiples of 144 (12 x 12).
GV,gigajoule,GJ,
GWH,gigawatt hour,GW·h,
H03,henry per kiloohm,H/kΩ,
H04,henry per ohm,H/Ω,
H05,millihenry per kiloohm,mH/kΩ,
H06,millihenry per ohm,mH/Ω,
H07,pascal second per bar,Pa·s/bar,
H08,microbecquerel,µBq,
H09,reciprocal year,1/y,
H10,reciprocal hour,1/h,
H11,reciprocal month,1/mo,
H12,degree Celsius per hour,°C/h,
H13,degree Celsius per minute,°C/min,
H14,degree Celsius per second,°C/s,
H15,square centimetre per gram,cm²/g,
H16,square decametre,dam²,Synonym: are
H18,square hectometre,hm²,Synonym: hectare
H19,cubic hectometre,hm³,
H20,cubic kilometre,km³,
H21,blank,,A unit of count defining the number of blanks.
H22,volt square inch per pound-force,V/(lbf/in²),
H23,volt per inch,V/in,
H24,volt per microsecond,V/µs,
H25,percent per kelvin,%/K,"A unit of proportion, equal to 0.01, in relation to the SI base unit Kelvin."
H26,ohm per metre,Ω/m,
H27,degree per metre,°/m,
H28,microfarad per kilometre,µF/km,
H29,microgram per litre,µg/l,
H30,square micrometre (square micron),µm²,
H31,ampere per kilogram,A/kg,
H32,ampere squared second,A²·s,
H33,farad per kilometre,F/km,
H34,hertz metre,Hz·m,
H35,kelvin metre per watt,K·m/W,
H36,megaohm per kilometre,MΩ/km,
H37,megaohm per metre,MΩ/m,
H38,megaampere,MA,
H39,megahertz kilometre,MHz·km,
H40,newton per ampere,N/A,
H41,"newton metre watt to the power minus 0,5",N·m·W⁻⁰‧⁵,
H42,pascal per metre,Pa/m,
H43,siemens per centimetre,S/cm,
H44,teraohm,TΩ,
H45,volt second per metre,V·s/m,
H46,volt per second,V/s,
H47,watt per cubic metre,W/m³,
H48,attofarad,aF,
H49,centimetre per hour,cm/h,
H50,reciprocal cubic centimetre,cm⁻³,
H51,decibel per kilometre,dB/km,
H52,decibel per metre,dB/m,
H53,kilogram per bar,kg/bar,
H54,kilogram per cubic decimetre kelvin,(kg/dm³)/K,
H55,kilogram per cubic decimetre bar,(kg/dm³)/bar,
H56,kilogram per square metre second,kg/(m²·s),
H57,inch per two pi radiant,in/revolution,
H58,metre per volt second,m/(V·s),
H59,square metre per newton,m²/N,
H60,cubic metre per cubic metre,m³/m³,
H61,millisiemens per centimetre,mS/cm,
H62,millivolt per minute,mV/min,
H63,milligram per square centimetre,mg/cm²,
H64,milligram per gram,mg/g,
H65,millilitre per cubic metre,ml/m³,
H66,millimetre per year,mm/y,
H67,millimetre per hour,mm/h,
H68,millimole per gram,mmol/g,
H69,picopascal per kilometre,pPa/km,
H70,picosecond,ps,
H71,percent per month,%/mo,"A unit of proportion, equal to 0.01, in relation to a month."
H72,percent per hectobar,%/hbar,"A unit of proportion, equal to 0.01, in relation to 100-fold of the unit bar."
H73,percent per decakelvin,%/daK,"A unit of proportion, equal to 0.01, in relation to 10-fold of the SI base unit Kelvin."
H74,watt per metre,W/m,
H75,decapascal,daPa,
H76,gram per millimetre,g/mm,
H77,module width,MW,A unit of measure used to describe the breadth of electronic assemblies as an installation standard or mounting dimension.
H79,French gauge,Fg,"A unit of distance used for measuring the diameter of small tubes such as urological instruments and catheters.,Synonym: French, Charrière, Charrière gauge"
H80,rack unit,U or RU,A unit of measure used to describe the height in rack units of equipment intended for mounting in a 19-inch rack or a 23-inch rack. One rack unit is 1.75 inches (44.45 mm) high.
H81,millimetre per minute,mm/min,
H82,big point,bp,A unit of length defining the number of big points (big point: Adobe software(US) defines the big point to be exactly 1/72 inch (0.013 888 9 inch or 0.352 777 8 millimeters))
H83,litre per kilogram,l/kg,
H84,gram millimetre,g·mm,
H85,reciprocal week,1/wk,
H87,piece,,"A unit of count defining the number of pieces (piece: a single item, article or exemplar)."
H88,megaohm kilometre,MΩ·km,
H89,percent per ohm,%/Ω,"A unit of proportion, equal to 0.01, in relation to the SI derived unit ohm."
H90,percent per degree,%/°,"A unit of proportion, equal to 0.01, in relation to an angle of one degree."
H91,percent per ten thousand,%/10000,"A unit of proportion, equal to 0.01, in relation to multiples of ten thousand."
H92,percent per one hundred thousand,%/100000,"A unit of proportion, equal to 0.01, in relation to multiples of one hundred thousand."
H93,percent per hundred,%/100,"A unit of proportion, equal to 0.01, in relation to multiples of one hundred."
H94,percent per thousand,%/1000,"A unit of proportion, equal to 0.01, in relation to multiples of one thousand."
H95,percent per volt,%/V,"A unit of proportion, equal to 0.01, in relation to the SI derived unit volt."
H96,percent per bar,%/bar,"A unit of proportion, equal to 0.01, in relation to an atmospheric pressure of one bar."
H98,percent per inch,%/in,"A unit of proportion, equal to 0.01, in relation to an inch."
H99,percent per metre,%/m,"A unit of proportion, equal to 0.01, in relation to a metre."
HA,hank,,"A unit of length, typically for yarn."
HAD,Piece Day,piece·d,Unit for measuring the item amount and time as required by DIN 18451
HBA,hectobar,hbar,
HBX,hundred boxes,,A unit of count defining the number of boxes in multiples of one hundred box units.
HC,hundred count,,A unit of count defining the number of units counted in multiples of 100.
HDW,"hundred kilogram, dry weight",,"A unit of mass defining the number of hundred kilograms of a product, disregarding the water content of the product."
HEA,head,,A unit of count defining the number of heads (head: a person or animal considered as one of a number).
HGM,hectogram,hg,
HH,hundred cubic foot,,A unit of volume equal to one hundred cubic foot.
HIU,hundred international unit,,A unit of count defining the number of international units in multiples of 100.
HKM,"hundred kilogram, net mass",,"A unit of mass defining the number of hundred kilograms of a product, after deductions."
HLT,hectolitre,hl,
HM,mile per hour (statute mile),mile/h,
HMO,Piece Month,piece·mo,Unit for measuring the item amount and time as required by DIN 18451
HMQ,million cubic metre,Mm³,A unit of volume equal to one million cubic metres.
HMT,hectometre,hm,
HPA,hectolitre of pure alcohol,,A unit of volume equal to one hundred litres of pure alcohol.
HTZ,hertz,Hz,
HUR,hour,h,
HWE,Piece Week,piece·k,Unit for measuring the item amount and time as required by DIN 18451
IA,inch pound (pound inch),in·lb,
IE,person,,A unit of count defining the number of persons.
INH,inch,in,
INK,square inch,in²,
INQ,cubic inch,in³,Synonym: inch cubed
ISD,international sugar degree,,"A unit of measure defining the sugar content of a solution, expressed in degrees."
IU,inch per second,in/s,
IUG,international unit per gram,,A unit of count defining the number of international units per gram.
IV,inch per second squared,in/s²,
J10,percent per millimetre,%/mm,"A unit of proportion, equal to 0.01, in relation to a millimetre."
J12,per mille per psi,‰/psi,A unit of pressure equal to one thousandth of a psi (pound-force per square inch).
J13,degree API,°API,A unit of relative density as a measure of how heavy or light a petroleum liquid is compared to water (API: American Petroleum Institute).
J14,degree Baume (origin scale),°Bé,A traditional unit of relative density for liquids. Named after Antoine Baumé.
J15,degree Baume (US heavy),°Bé (US heavy),A unit of relative density for liquids heavier than water.
J16,degree Baume (US light),°Bé (US light),A unit of relative density for liquids lighter than water.
J17,degree Balling,°Balling,"A unit of density as a measure of sugar content, especially of beer wort. Named after Karl Balling."
J18,degree Brix,°Bx,A unit of proportion used in measuring the dissolved sugar-to-water mass ratio of a liquid. Named after Adolf Brix.
J19,degree Fahrenheit hour square foot per British thermal unit (thermochemical),°F·h·ft²/Btuth,
J2,joule per kilogram,J/kg,
J20,degree Fahrenheit per kelvin,°F/K,
J21,degree Fahrenheit per bar,°F/bar,
J22,degree Fahrenheit hour square foot per British thermal unit (international table),°F·h·ft²/BtuIT,
J23,degree Fahrenheit per hour,°F/h,
J24,degree Fahrenheit per minute,°F/min,
J25,degree Fahrenheit per second,°F/s,
J26,reciprocal degree Fahrenheit,1/°F,
J27,degree Oechsle,°Oechsle,"A unit of density as a measure of sugar content of must, the unfermented liqueur from which wine is made. Named after Ferdinand Oechsle."
J28,degree Rankine per hour,°R/h,
J29,degree Rankine per minute,°R/min,
J30,degree Rankine per second,°R/s,
J31,degree Twaddell,°Tw,A unit of density for liquids that are heavier than water.  1 degree Twaddle represents a difference in specific gravity of 0.005.
J32,micropoise,µP,
J33,microgram per kilogram,µg/kg,
J34,microgram per cubic metre kelvin,(µg/m³)/K,
J35,microgram per cubic metre bar,(µg/m³)/bar,
J36,microlitre per litre,µl/l,
J38,baud,Bd,A unit of signal transmission speed equal to one signalling event per second.
J39,British thermal unit (mean),Btu,
J40,British thermal unit (international table) foot per hour square foot degree Fahrenheit,BtuIT·ft/(h·ft²·°F),
J41,British thermal unit (international table) inch per hour square foot degree Fahrenheit,BtuIT·in/(h·ft²·°F),
J42,British thermal unit (international table) inch per second square foot degree Fahrenheit,BtuIT·in/(s·ft²·°F),
J43,British thermal unit (international table) per pound degree Fahrenheit,BtuIT/(lb·°F),
J44,British thermal unit (international table) per minute,BtuIT/min,
J45,British thermal unit (international table) per second,BtuIT/s,
J46,British thermal unit (thermochemical) foot per hour square foot degree Fahrenheit,Btuth·ft/(h·ft²·°F),
J47,British thermal unit (thermochemical) per hour,Btuth/h,
J48,British thermal unit (thermochemical) inch per hour square foot degree Fahrenheit,Btuth·in/(h·ft²·°F),
J49,British thermal unit (thermochemical) inch per second square foot degree Fahrenheit,Btuth·in/(s·ft²·°F),
J50,British thermal unit (thermochemical) per pound degree Fahrenheit,Btuth/(lb·°F),
J51,British thermal unit (thermochemical) per minute,Btuth/min,
J52,British thermal unit (thermochemical) per second,Btuth/s,
J53,coulomb square metre per kilogram,C·m²/kg,
J54,megabaud,MBd,A unit of signal transmission speed equal to 10⁶ (1000000) signaling events per second.
J55,watt second,W·s,
J56,bar per bar,bar/bar,
J57,barrel (UK petroleum),bbl (UK liq.),
J58,barrel (UK petroleum) per minute,bbl (UK liq.)/min,
J59,barrel (UK petroleum) per day,bbl (UK liq.)/d,
J60,barrel (UK petroleum) per hour,bbl (UK liq.)/h,
J61,barrel (UK petroleum) per second,bbl (UK liq.)/s,
J62,barrel (US petroleum) per hour,bbl (US)/h,
J63,barrel (US petroleum) per second,bbl (US)/s,
J64,bushel (UK) per day,bu (UK)/d,
J65,bushel (UK) per hour,bu (UK)/h,
J66,bushel (UK) per minute,bu (UK)/min,
J67,bushel (UK) per second,bu (UK)/s,
J68,bushel (US dry) per day,bu (US dry)/d,
J69,bushel (US dry) per hour,bu (US dry)/h,
J70,bushel (US dry) per minute,bu (US dry)/min,
J71,bushel (US dry) per second,bu (US dry)/s,
J72,centinewton metre,cN·m,
J73,centipoise per kelvin,cP/K,
J74,centipoise per bar,cP/bar,
J75,calorie (mean),cal,
J76,calorie (international table) per gram degree Celsius,calIT/(g·°C),
J78,calorie (thermochemical) per centimetre second degree Celsius,calth/(cm·s·°C),
J79,calorie (thermochemical) per gram degree Celsius,calth/(g·°C),
J81,calorie (thermochemical) per minute,calth/min,
J82,calorie (thermochemical) per second,calth/s,
J83,clo,clo,
J84,centimetre per second kelvin,(cm/s)/K,
J85,centimetre per second bar,(cm/s)/bar,
J87,cubic centimetre per cubic metre,cm³/m³,
J90,cubic decimetre per day,dm³/d,
J91,cubic decimetre per cubic metre,dm³/m³,
J92,cubic decimetre per minute,dm³/min,
J93,cubic decimetre per second,dm³/s,
J95,ounce (UK fluid) per day,fl oz (UK)/d,
J96,ounce (UK fluid) per hour,fl oz (UK)/h,
J97,ounce (UK fluid) per minute,fl oz (UK)/min,
J98,ounce (UK fluid) per second,fl oz (UK)/s,
J99,ounce (US fluid) per day,fl oz (US)/d,
JE,joule per kelvin,J/K,
JK,megajoule per kilogram,MJ/kg,
JM,megajoule per cubic metre,MJ/m³,
JNT,pipeline joint,,A count of the number of pipeline joints.
JOU,joule,J,
JPS,hundred metre,,A unit of count defining the number of 100 metre lengths.
JWL,number of jewels,,A unit of count defining the number of jewels (jewel: precious stone).
K1,kilowatt demand,,A unit of measure defining the power load measured at predetermined intervals.
K10,ounce (US fluid) per hour,fl oz (US)/h,
K11,ounce (US fluid) per minute,fl oz (US)/min,
K12,ounce (US fluid) per second,fl oz (US)/s,
K13,foot per degree Fahrenheit,ft/°F,
K14,foot per hour,ft/h,
K15,foot pound-force per hour,ft·lbf/h,
K16,foot pound-force per minute,ft·lbf/min,
K17,foot per psi,ft/psi,
K18,foot per second degree Fahrenheit,(ft/s)/°F,
K19,foot per second psi,(ft/s)/psi,
K2,kilovolt ampere reactive demand,,A unit of measure defining the reactive power demand equal to one kilovolt ampere of reactive power.
K20,reciprocal cubic foot,1/ft³,
K21,cubic foot per degree Fahrenheit,ft³/°F,
K22,cubic foot per day,ft³/d,
K23,cubic foot per psi,ft³/psi,
K26,gallon (UK) per day,gal (UK)/d,
K27,gallon (UK) per hour,gal (UK)/h,
K28,gallon (UK) per second,gal (UK)/s,
K3,kilovolt ampere reactive hour,kvar·h,A unit of measure defining the accumulated reactive energy equal to one kilovolt ampere of reactive power per hour.
K30,gallon (US liquid) per second,gal (US liq.)/s,
K31,gram-force per square centimetre,gf/cm²,
K32,gill (UK) per day,gi (UK)/d,
K33,gill (UK) per hour,gi (UK)/h,
K34,gill (UK) per minute,gi (UK)/min,
K35,gill (UK) per second,gi (UK)/s,
K36,gill (US) per day,gi (US)/d,
K37,gill (US) per hour,gi (US)/h,
K38,gill (US) per minute,gi (US)/min,
K39,gill (US) per second,gi (US)/s,
K40,standard acceleration of free fall,gn,
K41,grain per gallon (US),gr/gal (US),
K42,horsepower (boiler),boiler hp,
K43,horsepower (electric),electric hp,
K45,inch per degree Fahrenheit,in/°F,
K46,inch per psi,in/psi,
K47,inch per second degree Fahrenheit,(in/s)/°F,
K48,inch per second psi,(in/s)/psi,
K49,reciprocal cubic inch,1/in³,
K50,kilobaud,kBd,A unit of signal transmission speed equal to 10³ (1000) signaling events per second.
K51,kilocalorie (mean),kcal,
K52,kilocalorie (international table) per hour metre degree Celsius,kcal/(m·h·°C),
K53,kilocalorie (thermochemical),kcalth,
K54,kilocalorie (thermochemical) per minute,kcalth/min,
K55,kilocalorie (thermochemical) per second,kcalth/s,
K58,kilomole per hour,kmol/h,
K59,kilomole per cubic metre kelvin,(kmol/m³)/K,
K6,kilolitre,kl,
K60,kilomole per cubic metre bar,(kmol/m³)/bar,
K61,kilomole per minute,kmol/min,
K62,litre per litre,l/l,
K63,reciprocal litre,1/l,
K64,pound (avoirdupois) per degree Fahrenheit,lb/°F,
K65,pound (avoirdupois) square foot,lb·ft²,
K66,pound (avoirdupois) per day,lb/d,
K67,pound per foot hour,lb/(ft·h),
K68,pound per foot second,lb/(ft·s),
K69,pound (avoirdupois) per cubic foot degree Fahrenheit,(lb/ft³)/°F,
K70,pound (avoirdupois) per cubic foot psi,(lb/ft³)/psi,
K71,pound (avoirdupois) per gallon (UK),lb/gal (UK),
K73,pound (avoirdupois) per hour degree Fahrenheit,(lb/h)/°F,
K74,pound (avoirdupois) per hour psi,(lb/h)/psi,
K75,pound (avoirdupois) per cubic inch degree Fahrenheit,(lb/in³)/°F,
K76,pound (avoirdupois) per cubic inch psi,(lb/in³)/psi,
K77,pound (avoirdupois) per psi,lb/psi,
K78,pound (avoirdupois) per minute,lb/min,
K79,pound (avoirdupois) per minute degree Fahrenheit,lb/(min·°F),
K80,pound (avoirdupois) per minute psi,(lb/min)/psi,
K81,pound (avoirdupois) per second,lb/s,
K82,pound (avoirdupois) per second degree Fahrenheit,(lb/s)/°F,
K83,pound (avoirdupois) per second psi,(lb/s)/psi,
K84,pound per cubic yard,lb/yd³,
K85,pound-force per square foot,lbf/ft²,
K86,pound-force per square inch degree Fahrenheit,psi/°F,
K87,psi cubic inch per second,psi·in³/s,
K88,psi litre per second,psi·l/s,
K89,psi cubic metre per second,psi·m³/s,
K90,psi cubic yard per second,psi·yd³/s,
K91,pound-force second per square foot,lbf·s/ft²,
K92,pound-force second per square inch,lbf·s/in²,
K93,reciprocal psi,1/psi,
K94,quart (UK liquid) per day,qt (UK liq.)/d,
K95,quart (UK liquid) per hour,qt (UK liq.)/h,
K96,quart (UK liquid) per minute,qt (UK liq.)/min,
K97,quart (UK liquid) per second,qt (UK liq.)/s,
K98,quart (US liquid) per day,qt (US liq.)/d,
K99,quart (US liquid) per hour,qt (US liq.)/h,
KA,cake,,"A unit of count defining the number of cakes (cake: object shaped into a flat, compact mass)."
KAT,katal,kat,A unit of catalytic activity defining the catalytic activity of enzymes and other catalysts.
KB,kilocharacter,,A unit of information equal to 10³ (1000) characters.
KBA,kilobar,kbar,
KCC,kilogram of choline chloride,kg C₅ H₁₄ClNO,A unit of mass equal to one thousand grams of choline chloride.
KDW,kilogram drained net weight,kg/net eda,"A unit of mass defining the net number of kilograms of a product, disregarding the liquid content of the product."
KEL,kelvin,K,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics)
KGM,kilogram,kg,A unit of mass equal to one thousand grams.
KGS,kilogram per second,kg/s,
